order_id,Category,Menu_Item,Price,Quantity,Total_Item_Price,date,time
ORD1581,Main Course,Egg Curry,40,1,40,01-18-2024,16:41:00
ORD1701,Main Course,Poha,21,1,21,01-18-2024,16:43:00
ORD1574,Sides,Roti,12,2,24,01-19-2024,10:03:00
ORD1234,Street Food,Pav Bhaji,69,3,207,01-19-2024,10:25:00
ORD0827,Beverages,Cold Drink,20,1,20,01-19-2024,10:54:00
ORD0578,Main Course,Chicken Biryani,89,2,178,01-19-2024,11:20:00
ORD0549,Beverages,Cold Drink,20,3,60,01-19-2024,12:06:00
ORD0609,Beverages,Cold Drink,20,2,40,01-19-2024,12:38:00
ORD0748,Sides,Raita,18,1,18,01-19-2024,12:56:00
ORD1411,Main Course,Chicken Biryani,89,2,178,01-19-2024,13:18:00
ORD0654,Main Course,Veg Pulao,57,1,57,01-19-2024,13:31:00
ORD0714,Street Food,Misal Pav,60,3,180,01-19-2024,14:10:00
ORD1724,Main Course,Chicken Biryani,89,3,267,01-19-2024,14:25:00
ORD1472,Beverages,Cold Drink,20,1,20,01-19-2024,14:35:00
ORD0566,Sides,Raita,18,3,54,01-19-2024,14:36:00
ORD0407,Sides,Manchurian,54,3,162,01-19-2024,14:46:00
ORD1096,Street Food,Samosa,13,2,26,01-19-2024,15:18:00
ORD1524,Main Course,Dal Makhani,64,1,64,01-19-2024,15:19:00
ORD0296,Street Food,Vada Pav,12,2,24,01-19-2024,15:35:00
ORD1514,Beverages,Coffee,19,1,19,01-19-2024,15:47:00
ORD1642,Sides,Raita,18,3,54,01-19-2024,16:16:00
ORD1781,Beverages,Coffee,19,1,19,01-19-2024,16:16:00
ORD0439,Beverages,Cold Drink,20,2,40,01-19-2024,16:52:00
ORD1441,Main Course,Dal Makhani,64,1,64,01-20-2024,10:08:00
ORD1989,Beverages,Cold Drink,20,3,60,01-20-2024,10:39:00
ORD1952,Sides,Roti,12,1,12,01-20-2024,10:43:00
ORD0293,Beverages,Tea,12,1,12,01-20-2024,10:55:00
ORD0558,Street Food,Pav Bhaji,69,1,69,01-20-2024,12:05:00
ORD1833,Main Course,Poha,21,1,21,01-20-2024,12:36:00
ORD0462,Street Food,Misal Pav,60,1,60,01-20-2024,12:56:00
ORD0043,Main Course,Chicken Biryani,89,1,89,01-20-2024,13:11:00
ORD1807,Sides,Jeera Rice,35,1,35,01-20-2024,13:31:00
ORD1082,Sides,Roti,12,1,12,01-20-2024,13:33:00
ORD0270,Beverages,Coffee,19,2,38,01-20-2024,13:35:00
ORD1950,Main Course,Egg Curry,40,2,80,01-20-2024,14:24:00
ORD1306,Sides,French Fries,34,2,68,01-20-2024,14:35:00
ORD0340,Street Food,Vada Pav,12,2,24,01-20-2024,14:45:00
ORD1328,Beverages,Cold Drink,20,1,20,01-20-2024,14:45:00
ORD1470,Street Food,Samosa,13,1,13,01-20-2024,14:52:00
ORD1647,Street Food,Pani Puri,21,3,63,01-20-2024,14:58:00
ORD0501,Street Food,Misal Pav,60,2,120,01-20-2024,15:25:00
ORD0807,Beverages,Tea,12,2,24,01-20-2024,15:34:00
ORD0847,Street Food,Misal Pav,60,2,120,01-20-2024,16:03:00
ORD0283,Street Food,Pani Puri,21,2,42,01-20-2024,16:26:00
ORD1113,Beverages,Coffee,19,1,19,01-20-2024,16:28:00
ORD0309,Main Course,Chicken Fried Rice,71,2,142,01-20-2024,16:59:00
ORD1225,Beverages,Cold Drink,20,1,20,01-20-2024,17:00:00
ORD0453,Sides,Roti,12,3,36,01-21-2024,10:05:00
ORD1401,Main Course,Chicken Biryani,89,3,267,01-21-2024,10:14:00
ORD1422,Street Food,Misal Pav,60,2,120,01-21-2024,10:14:00
ORD0535,Beverages,Cold Drink,20,3,60,01-21-2024,10:41:00
ORD1728,Beverages,Cold Drink,20,3,60,01-21-2024,10:57:00
ORD1338,Main Course,Chicken Fried Rice,71,2,142,01-21-2024,11:01:00
ORD1609,Beverages,Coffee,19,2,38,01-21-2024,11:18:00
ORD1047,Beverages,Tea,12,1,12,01-21-2024,11:32:00
ORD0254,Street Food,Misal Pav,60,1,60,01-21-2024,11:34:00
ORD0082,Main Course,Poha,21,3,63,01-21-2024,11:47:00
ORD1832,Beverages,Tea,12,1,12,01-21-2024,12:05:00
ORD1188,Street Food,Pani Puri,21,1,21,01-21-2024,12:14:00
ORD1981,Main Course,Veg Fried Rice,53,3,159,01-21-2024,13:11:00
ORD0534,Street Food,Misal Pav,60,1,60,01-21-2024,13:21:00
ORD1856,Beverages,Cold Drink,20,2,40,01-21-2024,13:31:00
ORD0086,Street Food,Vada Pav,12,1,12,01-21-2024,13:39:00
ORD0576,Main Course,Chicken Biryani,89,1,89,01-21-2024,13:39:00
ORD1362,Sides,Jeera Rice,35,2,70,01-21-2024,13:46:00
ORD1365,Main Course,Chicken Biryani,89,3,267,01-21-2024,13:50:00
ORD1624,Beverages,Coffee,19,3,57,01-21-2024,14:22:00
ORD0089,Beverages,Coffee,19,2,38,01-21-2024,15:33:00
ORD0225,Sides,French Fries,34,3,102,01-21-2024,15:57:00
ORD1165,Street Food,Pav Bhaji,69,3,207,01-21-2024,16:04:00
ORD0044,Street Food,Pav Bhaji,69,2,138,01-21-2024,16:21:00
ORD0624,Beverages,Cold Drink,20,1,20,01-21-2024,16:22:00
ORD0130,Street Food,Misal Pav,60,1,60,01-21-2024,16:29:00
ORD0133,Beverages,Cold Drink,20,2,40,01-22-2024,10:21:00
ORD0988,Street Food,Samosa,13,1,13,01-22-2024,10:21:00
ORD1592,Sides,Manchurian,54,2,108,01-22-2024,10:39:00
ORD1871,Street Food,Misal Pav,60,2,120,01-22-2024,10:42:00
ORD0154,Street Food,Samosa,13,3,39,01-22-2024,11:26:00
ORD1962,Sides,Manchurian,54,2,108,01-22-2024,11:31:00
ORD1457,Sides,Jeera Rice,35,2,70,01-22-2024,11:45:00
ORD0416,Beverages,Cold Drink,20,3,60,01-22-2024,11:48:00
ORD0547,Beverages,Tea,12,3,36,01-22-2024,12:33:00
ORD1155,Street Food,Vada Pav,12,3,36,01-22-2024,12:58:00
ORD0194,Street Food,Samosa,13,3,39,01-22-2024,13:37:00
ORD0674,Beverages,Tea,12,2,24,01-22-2024,13:47:00
ORD1327,Street Food,Samosa,13,1,13,01-22-2024,14:07:00
ORD1838,Sides,Manchurian,54,1,54,01-22-2024,14:11:00
ORD0443,Beverages,Tea,12,3,36,01-22-2024,14:30:00
ORD1480,Street Food,Pani Puri,21,3,63,01-22-2024,14:46:00
ORD1079,Beverages,Tea,12,2,24,01-22-2024,14:51:00
ORD0140,Beverages,Cold Drink,20,2,40,01-22-2024,15:01:00
ORD0166,Beverages,Cold Drink,20,2,40,01-22-2024,15:03:00
ORD0952,Sides,Manchurian,54,3,162,01-22-2024,15:05:00
ORD0437,Beverages,Coffee,19,2,38,01-22-2024,15:14:00
ORD1167,Main Course,Veg Pulao,57,1,57,01-22-2024,15:44:00
ORD1254,Beverages,Tea,12,3,36,01-22-2024,15:46:00
ORD0638,Beverages,Coffee,19,2,38,01-22-2024,15:57:00
ORD1798,Sides,Jeera Rice,35,2,70,01-22-2024,16:14:00
ORD0855,Main Course,Chicken Fried Rice,71,2,142,01-22-2024,16:42:00
ORD1378,Sides,Jeera Rice,35,1,35,01-23-2024,10:03:00
ORD1789,Street Food,Pani Puri,21,3,63,01-23-2024,10:06:00
ORD1125,Street Food,Pani Puri,21,2,42,01-23-2024,10:55:00
ORD1621,Beverages,Cold Drink,20,2,40,01-23-2024,10:55:00
ORD0531,Street Food,Pani Puri,21,3,63,01-23-2024,11:17:00
ORD1397,Street Food,Samosa,13,3,39,01-23-2024,11:26:00
ORD1171,Street Food,Misal Pav,60,3,180,01-23-2024,11:42:00
ORD1329,Beverages,Tea,12,2,24,01-23-2024,11:53:00
ORD0493,Beverages,Tea,12,1,12,01-23-2024,12:02:00
ORD0436,Beverages,Cold Drink,20,2,40,01-23-2024,12:24:00
ORD0887,Main Course,Chicken Sandwich,66,3,198,01-23-2024,13:24:00
ORD1607,Beverages,Cold Drink,20,2,40,01-23-2024,14:02:00
ORD1565,Sides,Raita,18,1,18,01-23-2024,14:07:00
ORD1873,Street Food,Misal Pav,60,1,60,01-23-2024,14:57:00
ORD0799,Sides,Manchurian,54,1,54,01-23-2024,14:59:00
ORD0842,Sides,Manchurian,54,2,108,01-23-2024,15:52:00
ORD0359,Main Course,Chicken Sandwich,66,1,66,01-23-2024,15:54:00
ORD0460,Beverages,Cold Drink,20,1,20,01-23-2024,16:23:00
ORD0181,Street Food,Pav Bhaji,69,3,207,01-23-2024,16:40:00
ORD0041,Main Course,Chicken Fried Rice,71,1,71,01-23-2024,16:44:00
ORD0841,Beverages,Cold Drink,20,1,20,01-23-2024,16:58:00
ORD1846,Beverages,Coffee,19,2,38,01-23-2024,16:59:00
ORD0950,Main Course,Egg Curry,40,1,40,01-24-2024,10:05:00
ORD1444,Sides,French Fries,34,3,102,01-24-2024,10:07:00
ORD0029,Street Food,Samosa,13,3,39,01-24-2024,10:35:00
ORD1929,Main Course,Veg Pulao,57,1,57,01-24-2024,10:55:00
ORD0300,Sides,Roti,12,1,12,01-24-2024,10:59:00
ORD0682,Sides,Roti,12,3,36,01-24-2024,11:49:00
ORD0314,Street Food,Pav Bhaji,69,2,138,01-24-2024,12:18:00
ORD0698,Main Course,Chicken Sandwich,66,1,66,01-24-2024,12:31:00
ORD0780,Sides,Jeera Rice,35,3,105,01-24-2024,12:58:00
ORD1476,Sides,Raita,18,3,54,01-24-2024,13:15:00
ORD0427,Street Food,Misal Pav,60,3,180,01-24-2024,13:22:00
ORD1332,Main Course,Chicken Fried Rice,71,1,71,01-24-2024,13:37:00
ORD0245,Main Course,Chicken Fried Rice,71,3,213,01-24-2024,13:40:00
ORD1239,Beverages,Cold Drink,20,2,40,01-24-2024,13:51:00
ORD1173,Sides,Manchurian,54,1,54,01-24-2024,14:04:00
ORD0250,Street Food,Vada Pav,12,1,12,01-24-2024,14:55:00
ORD0171,Main Course,Egg Curry,40,2,80,01-24-2024,15:28:00
ORD1237,Beverages,Coffee,19,1,19,01-24-2024,15:57:00
ORD0238,Main Course,Chicken Fried Rice,71,1,71,01-24-2024,16:07:00
ORD0770,Beverages,Cold Drink,20,3,60,01-24-2024,16:15:00
ORD0718,Main Course,Chicken Biryani,89,3,267,01-24-2024,16:56:00
ORD1264,Sides,Jeera Rice,35,3,105,01-25-2024,10:13:00
ORD1590,Street Food,Vada Pav,12,1,12,01-25-2024,10:39:00
ORD1611,Main Course,Chicken Sandwich,66,2,132,01-25-2024,10:40:00
ORD1867,Beverages,Coffee,19,1,19,01-25-2024,10:41:00
ORD1261,Beverages,Tea,12,1,12,01-25-2024,11:15:00
ORD0027,Main Course,Chicken Sandwich,66,2,132,01-25-2024,11:49:00
ORD1660,Main Course,Poha,21,1,21,01-25-2024,12:26:00
ORD1000,Main Course,Poha,21,1,21,01-25-2024,12:29:00
ORD0820,Sides,Roti,12,2,24,01-25-2024,12:43:00
ORD1685,Street Food,Vada Pav,12,1,12,01-25-2024,13:13:00
ORD1398,Street Food,Vada Pav,12,1,12,01-25-2024,13:34:00
ORD1022,Main Course,Veg Pulao,57,2,114,01-25-2024,14:01:00
ORD0242,Street Food,Pav Bhaji,69,2,138,01-25-2024,14:12:00
ORD0909,Sides,French Fries,34,1,34,01-25-2024,14:50:00
ORD1152,Main Course,Poha,21,1,21,01-25-2024,14:58:00
ORD1658,Main Course,Chicken Sandwich,66,2,132,01-25-2024,15:12:00
ORD0091,Main Course,Chicken Sandwich,66,2,132,01-25-2024,15:40:00
ORD1702,Street Food,Samosa,13,3,39,01-25-2024,16:01:00
ORD1483,Street Food,Samosa,13,3,39,01-25-2024,16:02:00
ORD1107,Beverages,Cold Drink,20,3,60,01-25-2024,16:10:00
ORD1498,Sides,French Fries,34,3,102,01-25-2024,16:14:00
ORD0559,Street Food,Misal Pav,60,3,180,01-25-2024,16:56:00
ORD0753,Main Course,Veg Fried Rice,53,1,53,01-26-2024,10:52:00
ORD0008,Sides,Roti,12,3,36,01-26-2024,11:09:00
ORD1474,Sides,French Fries,34,2,68,01-26-2024,11:30:00
ORD0931,Beverages,Cold Drink,20,2,40,01-26-2024,11:38:00
ORD0122,Street Food,Vada Pav,12,3,36,01-26-2024,11:59:00
ORD1600,Beverages,Cold Drink,20,3,60,01-26-2024,12:24:00
ORD1446,Beverages,Tea,12,2,24,01-26-2024,12:28:00
ORD0882,Street Food,Pani Puri,21,2,42,01-26-2024,12:33:00
ORD1388,Sides,Manchurian,54,1,54,01-26-2024,13:12:00
ORD1810,Sides,Raita,18,3,54,01-26-2024,13:24:00
ORD1631,Street Food,Pav Bhaji,69,2,138,01-26-2024,13:27:00
ORD1396,Street Food,Pani Puri,21,2,42,01-26-2024,13:51:00
ORD0728,Sides,Roti,12,3,36,01-26-2024,14:30:00
ORD1822,Street Food,Pav Bhaji,69,3,207,01-26-2024,15:06:00
ORD1653,Beverages,Coffee,19,2,38,01-26-2024,15:09:00
ORD1102,Street Food,Vada Pav,12,3,36,01-26-2024,15:22:00
ORD1052,Main Course,Dal Makhani,64,3,192,01-26-2024,15:26:00
ORD1836,Beverages,Coffee,19,1,19,01-26-2024,15:29:00
ORD0221,Main Course,Veg Pulao,57,3,171,01-26-2024,15:30:00
ORD1484,Sides,Raita,18,2,36,01-26-2024,15:56:00
ORD1439,Beverages,Cold Drink,20,3,60,01-26-2024,16:04:00
ORD1436,Main Course,Veg Pulao,57,1,57,01-26-2024,16:30:00
ORD0024,Street Food,Misal Pav,60,1,60,01-27-2024,10:22:00
ORD1217,Main Course,Egg Curry,40,3,120,01-27-2024,10:56:00
ORD1859,Sides,Raita,18,3,54,01-27-2024,11:05:00
ORD0336,Main Course,Egg Curry,40,3,120,01-27-2024,11:15:00
ORD0763,Street Food,Pani Puri,21,1,21,01-27-2024,11:39:00
ORD0080,Beverages,Coffee,19,2,38,01-27-2024,11:47:00
ORD1770,Main Course,Chicken Biryani,89,3,267,01-27-2024,11:55:00
ORD0487,Main Course,Chicken Fried Rice,71,1,71,01-27-2024,12:07:00
ORD0064,Beverages,Coffee,19,1,19,01-27-2024,12:30:00
ORD1939,Beverages,Cold Drink,20,3,60,01-27-2024,12:34:00
ORD0175,Street Food,Vada Pav,12,1,12,01-27-2024,13:31:00
ORD1547,Sides,Raita,18,1,18,01-27-2024,14:06:00
ORD1006,Sides,Roti,12,1,12,01-27-2024,14:27:00
ORD0857,Street Food,Pani Puri,21,2,42,01-27-2024,14:40:00
ORD1301,Main Course,Chicken Biryani,89,1,89,01-27-2024,14:53:00
ORD0078,Beverages,Tea,12,2,24,01-27-2024,15:00:00
ORD1620,Beverages,Tea,12,3,36,01-27-2024,15:17:00
ORD0797,Beverages,Tea,12,3,36,01-27-2024,15:18:00
ORD0826,Street Food,Pani Puri,21,2,42,01-27-2024,15:23:00
ORD0214,Sides,Roti,12,1,12,01-27-2024,15:54:00
ORD1831,Street Food,Pav Bhaji,69,1,69,01-27-2024,16:35:00
ORD0352,Beverages,Cold Drink,20,2,40,01-28-2024,10:05:00
ORD1796,Sides,Jeera Rice,35,3,105,01-28-2024,10:27:00
ORD1775,Main Course,Chicken Fried Rice,71,2,142,01-28-2024,10:59:00
ORD0943,Sides,Jeera Rice,35,2,70,01-28-2024,11:18:00
ORD0105,Main Course,Dal Makhani,64,2,128,01-28-2024,11:19:00
ORD1186,Beverages,Coffee,19,2,38,01-28-2024,11:33:00
ORD1891,Main Course,Chicken Biryani,89,1,89,01-28-2024,12:01:00
ORD1944,Main Course,Chicken Fried Rice,71,1,71,01-28-2024,12:18:00
ORD0208,Main Course,Veg Pulao,57,1,57,01-28-2024,12:59:00
ORD1211,Sides,Jeera Rice,35,1,35,01-28-2024,14:29:00
ORD0477,Beverages,Coffee,19,1,19,01-28-2024,15:17:00
ORD1455,Sides,Jeera Rice,35,1,35,01-28-2024,16:29:00
ORD1638,Beverages,Coffee,19,1,19,01-28-2024,16:31:00
ORD1919,Main Course,Dal Makhani,64,2,128,01-29-2024,10:26:00
ORD0724,Sides,Raita,18,3,54,01-29-2024,10:30:00
ORD0193,Sides,Roti,12,2,24,01-29-2024,10:44:00
ORD0836,Beverages,Cold Drink,20,2,40,01-29-2024,10:47:00
ORD1572,Main Course,Veg Pulao,57,1,57,01-29-2024,11:20:00
ORD0072,Street Food,Samosa,13,1,13,01-29-2024,11:42:00
ORD0922,Sides,Raita,18,2,36,01-29-2024,11:51:00
ORD1437,Main Course,Poha,21,2,42,01-29-2024,11:54:00
ORD0541,Beverages,Coffee,19,3,57,01-29-2024,11:55:00
ORD1007,Beverages,Coffee,19,3,57,01-29-2024,12:03:00
ORD0966,Street Food,Samosa,13,2,26,01-29-2024,12:24:00
ORD1712,Street Food,Pav Bhaji,69,3,207,01-29-2024,12:34:00
ORD1161,Main Course,Chicken Sandwich,66,3,198,01-29-2024,13:42:00
ORD1854,Beverages,Cold Drink,20,3,60,01-29-2024,14:04:00
ORD0176,Sides,Raita,18,3,54,01-29-2024,14:10:00
ORD0685,Sides,Roti,12,3,36,01-29-2024,14:39:00
ORD1651,Street Food,Misal Pav,60,1,60,01-29-2024,15:31:00
ORD1312,Sides,Raita,18,3,54,01-29-2024,15:32:00
ORD0657,Main Course,Veg Fried Rice,53,1,53,01-29-2024,15:46:00
ORD1194,Main Course,Veg Fried Rice,53,1,53,01-29-2024,16:05:00
ORD1276,Beverages,Coffee,19,2,38,01-29-2024,16:10:00
ORD1768,Sides,Manchurian,54,2,108,01-29-2024,16:19:00
ORD1111,Sides,French Fries,34,1,34,01-29-2024,16:21:00
ORD0229,Beverages,Coffee,19,1,19,01-29-2024,16:29:00
ORD0421,Street Food,Pani Puri,21,1,21,01-29-2024,16:40:00
ORD0840,Main Course,Egg Curry,40,3,120,01-30-2024,10:08:00
ORD1874,Main Course,Veg Pulao,57,2,114,01-30-2024,10:11:00
ORD1292,Beverages,Tea,12,1,12,01-30-2024,10:53:00
ORD1630,Street Food,Samosa,13,1,13,01-30-2024,11:02:00
ORD1255,Street Food,Pav Bhaji,69,1,69,01-30-2024,11:23:00
ORD1730,Beverages,Coffee,19,3,57,01-30-2024,11:50:00
ORD1420,Beverages,Cold Drink,20,2,40,01-30-2024,12:12:00
ORD1421,Street Food,Pani Puri,21,1,21,01-30-2024,12:13:00
ORD0521,Sides,Roti,12,1,12,01-30-2024,12:22:00
ORD1935,Street Food,Pav Bhaji,69,3,207,01-30-2024,12:43:00
ORD0338,Beverages,Coffee,19,2,38,01-30-2024,13:00:00
ORD0382,Street Food,Pav Bhaji,69,2,138,01-30-2024,13:40:00
ORD0550,Main Course,Veg Fried Rice,53,2,106,01-30-2024,13:44:00
ORD0354,Sides,Roti,12,1,12,01-30-2024,13:46:00
ORD0701,Main Course,Chicken Fried Rice,71,1,71,01-30-2024,14:07:00
ORD1814,Main Course,Dal Makhani,64,2,128,01-30-2024,14:20:00
ORD0996,Street Food,Vada Pav,12,1,12,01-30-2024,14:23:00
ORD0196,Main Course,Chicken Fried Rice,71,1,71,01-30-2024,14:27:00
ORD1566,Beverages,Tea,12,3,36,01-30-2024,14:39:00
ORD0968,Beverages,Coffee,19,2,38,01-30-2024,14:54:00
ORD1806,Sides,Jeera Rice,35,1,35,01-30-2024,15:05:00
ORD0608,Beverages,Tea,12,3,36,01-30-2024,15:27:00
ORD0094,Street Food,Pani Puri,21,1,21,01-30-2024,15:42:00
ORD1976,Main Course,Egg Curry,40,2,80,01-30-2024,15:57:00
ORD0888,Main Course,Chicken Biryani,89,3,267,01-30-2024,16:32:00
ORD0835,Beverages,Cold Drink,20,2,40,01-30-2024,16:36:00
ORD0794,Main Course,Chicken Fried Rice,71,1,71,01-30-2024,16:38:00
ORD0810,Beverages,Coffee,19,2,38,01-30-2024,16:38:00
ORD1809,Sides,Roti,12,2,24,01-30-2024,16:46:00
ORD0910,Beverages,Coffee,19,2,38,01-30-2024,17:00:00
ORD0975,Beverages,Tea,12,1,12,01-31-2024,10:05:00
ORD0676,Street Food,Vada Pav,12,1,12,01-31-2024,10:21:00
ORD0158,Street Food,Pav Bhaji,69,1,69,01-31-2024,10:28:00
ORD1193,Beverages,Coffee,19,1,19,01-31-2024,11:04:00
ORD1668,Street Food,Misal Pav,60,3,180,01-31-2024,11:07:00
ORD1783,Main Course,Egg Curry,40,3,120,01-31-2024,11:25:00
ORD1364,Main Course,Chicken Fried Rice,71,2,142,01-31-2024,11:30:00
ORD1461,Beverages,Cold Drink,20,1,20,01-31-2024,11:40:00
ORD0037,Sides,Manchurian,54,2,108,01-31-2024,12:29:00
ORD1881,Beverages,Coffee,19,1,19,01-31-2024,12:37:00
ORD0349,Sides,Jeera Rice,35,2,70,01-31-2024,12:47:00
ORD0800,Street Food,Vada Pav,12,3,36,01-31-2024,14:00:00
ORD0011,Main Course,Poha,21,3,63,01-31-2024,15:16:00
ORD0030,Main Course,Veg Pulao,57,1,57,01-31-2024,15:16:00
ORD0577,Street Food,Pani Puri,21,3,63,01-31-2024,15:17:00
ORD1336,Main Course,Egg Curry,40,2,80,01-31-2024,16:10:00
ORD0377,Main Course,Chicken Fried Rice,71,3,213,01-31-2024,16:12:00
ORD1747,Street Food,Misal Pav,60,3,180,01-31-2024,17:00:00
ORD0808,Sides,Jeera Rice,35,1,35,02-01-2024,10:02:00
ORD0396,Sides,French Fries,34,2,68,02-01-2024,10:22:00
ORD1670,Street Food,Misal Pav,60,2,120,02-01-2024,11:00:00
ORD0704,Main Course,Veg Pulao,57,2,114,02-01-2024,11:01:00
ORD0339,Street Food,Vada Pav,12,3,36,02-01-2024,11:06:00
ORD0956,Main Course,Dal Makhani,64,1,64,02-01-2024,11:30:00
ORD0540,Main Course,Chicken Biryani,89,2,178,02-01-2024,11:36:00
ORD1339,Sides,Jeera Rice,35,3,105,02-01-2024,11:41:00
ORD1975,Main Course,Dal Makhani,64,1,64,02-01-2024,12:01:00
ORD1118,Sides,Jeera Rice,35,2,70,02-01-2024,12:04:00
ORD0475,Main Course,Veg Fried Rice,53,1,53,02-01-2024,12:24:00
ORD0431,Main Course,Egg Curry,40,2,80,02-01-2024,12:44:00
ORD0974,Beverages,Coffee,19,2,38,02-01-2024,13:00:00
ORD0093,Street Food,Pani Puri,21,1,21,02-01-2024,13:09:00
ORD0652,Beverages,Cold Drink,20,3,60,02-01-2024,13:51:00
ORD1063,Beverages,Tea,12,1,12,02-01-2024,13:51:00
ORD1715,Street Food,Pav Bhaji,69,3,207,02-01-2024,14:27:00
ORD1673,Street Food,Misal Pav,60,1,60,02-01-2024,14:29:00
ORD0373,Street Food,Misal Pav,60,1,60,02-01-2024,14:46:00
ORD0156,Street Food,Vada Pav,12,1,12,02-01-2024,14:49:00
ORD1129,Main Course,Dal Makhani,64,1,64,02-01-2024,15:10:00
ORD1271,Beverages,Cold Drink,20,2,40,02-01-2024,15:58:00
ORD1825,Sides,Jeera Rice,35,2,70,02-01-2024,16:46:00
ORD1192,Sides,Roti,12,1,12,02-02-2024,10:02:00
ORD0964,Street Food,Pav Bhaji,69,2,138,02-02-2024,10:21:00
ORD1986,Beverages,Cold Drink,20,2,40,02-02-2024,10:29:00
ORD0036,Main Course,Poha,21,2,42,02-02-2024,10:32:00
ORD0404,Sides,Roti,12,1,12,02-02-2024,11:16:00
ORD1779,Sides,Manchurian,54,1,54,02-02-2024,12:00:00
ORD0494,Main Course,Chicken Sandwich,66,1,66,02-02-2024,12:13:00
ORD1643,Sides,French Fries,34,3,102,02-02-2024,12:16:00
ORD0450,Street Food,Samosa,13,2,26,02-02-2024,12:17:00
ORD0281,Sides,Raita,18,3,54,02-02-2024,12:30:00
ORD0813,Main Course,Veg Pulao,57,3,171,02-02-2024,13:15:00
ORD1204,Main Course,Chicken Fried Rice,71,3,213,02-02-2024,13:15:00
ORD1978,Beverages,Cold Drink,20,2,40,02-02-2024,13:52:00
ORD1579,Sides,Raita,18,2,36,02-02-2024,14:19:00
ORD1954,Beverages,Tea,12,1,12,02-02-2024,14:21:00
ORD0290,Sides,Manchurian,54,2,108,02-02-2024,14:23:00
ORD0491,Main Course,Poha,21,2,42,02-02-2024,14:43:00
ORD0954,Beverages,Coffee,19,1,19,02-02-2024,14:44:00
ORD1804,Beverages,Tea,12,1,12,02-02-2024,14:56:00
ORD0341,Street Food,Misal Pav,60,1,60,02-02-2024,15:03:00
ORD1389,Sides,Raita,18,3,54,02-02-2024,15:04:00
ORD0014,Sides,Roti,12,2,24,02-02-2024,15:21:00
ORD0710,Street Food,Samosa,13,3,39,02-02-2024,15:24:00
ORD0814,Sides,Roti,12,3,36,02-02-2024,15:44:00
ORD1375,Main Course,Chicken Sandwich,66,1,66,02-02-2024,15:48:00
ORD1154,Beverages,Cold Drink,20,2,40,02-02-2024,16:16:00
ORD1963,Sides,Raita,18,1,18,02-02-2024,16:39:00
ORD1696,Main Course,Dal Makhani,64,3,192,02-03-2024,10:03:00
ORD0474,Main Course,Chicken Fried Rice,71,3,213,02-03-2024,10:21:00
ORD1014,Street Food,Pani Puri,21,1,21,02-03-2024,10:36:00
ORD1460,Street Food,Samosa,13,2,26,02-03-2024,10:55:00
ORD0063,Beverages,Tea,12,2,24,02-03-2024,11:20:00
ORD1065,Street Food,Vada Pav,12,1,12,02-03-2024,11:45:00
ORD1821,Main Course,Chicken Sandwich,66,1,66,02-03-2024,11:56:00
ORD1755,Street Food,Misal Pav,60,3,180,02-03-2024,12:38:00
ORD0581,Beverages,Cold Drink,20,2,40,02-03-2024,13:05:00
ORD0470,Street Food,Vada Pav,12,3,36,02-03-2024,13:15:00
ORD0940,Sides,Jeera Rice,35,2,70,02-03-2024,13:34:00
ORD0047,Main Course,Poha,21,1,21,02-03-2024,13:36:00
ORD0896,Beverages,Cold Drink,20,2,40,02-03-2024,13:40:00
ORD1622,Main Course,Veg Pulao,57,3,171,02-03-2024,13:52:00
ORD1369,Street Food,Misal Pav,60,1,60,02-03-2024,14:07:00
ORD1300,Beverages,Tea,12,1,12,02-03-2024,14:49:00
ORD1391,Beverages,Coffee,19,2,38,02-03-2024,14:51:00
ORD0337,Sides,Roti,12,3,36,02-03-2024,15:20:00
ORD0162,Street Food,Samosa,13,1,13,02-03-2024,15:24:00
ORD0256,Main Course,Dal Makhani,64,2,128,02-03-2024,15:40:00
ORD0164,Sides,Roti,12,3,36,02-03-2024,16:14:00
ORD0890,Street Food,Vada Pav,12,1,12,02-03-2024,16:38:00
ORD1772,Main Course,Chicken Sandwich,66,3,198,02-03-2024,17:00:00
ORD0124,Sides,French Fries,34,1,34,02-04-2024,10:12:00
ORD0376,Beverages,Cold Drink,20,2,40,02-04-2024,10:16:00
ORD1459,Street Food,Vada Pav,12,3,36,02-04-2024,10:29:00
ORD0892,Sides,Jeera Rice,35,2,70,02-04-2024,10:30:00
ORD0285,Sides,Manchurian,54,2,108,02-04-2024,10:44:00
ORD1414,Main Course,Veg Fried Rice,53,1,53,02-04-2024,11:00:00
ORD0848,Sides,Manchurian,54,1,54,02-04-2024,11:09:00
ORD1221,Main Course,Chicken Biryani,89,1,89,02-04-2024,11:23:00
ORD1380,Beverages,Tea,12,3,36,02-04-2024,11:28:00
ORD1403,Main Course,Chicken Fried Rice,71,2,142,02-04-2024,12:01:00
ORD1818,Street Food,Misal Pav,60,1,60,02-04-2024,12:33:00
ORD0016,Beverages,Cold Drink,20,1,20,02-04-2024,12:51:00
ORD1746,Main Course,Chicken Biryani,89,1,89,02-04-2024,12:54:00
ORD0160,Main Course,Chicken Biryani,89,1,89,02-04-2024,13:05:00
ORD1931,Beverages,Tea,12,3,36,02-04-2024,13:12:00
ORD1562,Beverages,Cold Drink,20,3,60,02-04-2024,13:45:00
ORD1951,Sides,French Fries,34,3,102,02-04-2024,13:46:00
